ID,LATITUDE,LONGITUDE,FACILITY_NAME,AREA,ACTIVITY_TYPE,ANALYSIS,ACTIVITY_DESCRIPTION,CHAIN,ACCESS,EMAIL,WEBSITE,CONTACT_NUMBER,FACILITY_TYPE,FACILITY_CONDITION,AVAILABLE_UTILITIES,FACILITY_CAPACITY,FACILITY_FEE,MEMBERSHIP,OPEN_TIME,FACILITY_ACCESSIBILITY,AGE_RESTRICTION,,FEE,ACCESSIBILITYT
313rf,53.599409,-6.184319,Platinum Gyms,Balbriggan,Private Leisure Facility,Indoor Activity,Gym,Yes,membership,info@platinumgyms.ie,https://www.platinumgyms.ie/,(01) 968 0402,Indoor,Good,Could not be fully determined,"Tight spots (1000 euro year, 7-8 thousand members a year)",Multiple,Monthly/Annual,Daytime/Evening,Biggest purpose built facility for disabled people across where the gym runs many events and activity?鑼傞┐闄?鑼傞┐闄?鑼傞┐闄嗚寕椹撮檰鑼傞┐闄嗚寕椹撮檰?鑼傞┐闄?鑼傞┐闄嗚寕椹撮檰鑼傞┐闄嗚寕椹撮檰?鑼傞┐闄唖 with. Wheelchair accessible and toilets as well as equipment,16+,,Monthly/Annual,Biggest purpose built facility for disabled people across where the gym runs many events and activity?鑼傞┐闄?鑼傞┐闄?鑼傞┐闄嗚寕椹撮檰鑼傞┐闄嗚寕椹撮檰?鑼傞┐闄?鑼傞┐闄嗚寕椹撮檰鑼傞┐闄嗚寕椹撮檰?鑼傞┐闄唖 with. Wheelchair accessible and toilets as well as equipment
314rf,53.577134,-6.105452,Blackrose Gym,Balbriggan,Private Leisure Facility,Indoor Activity,Gym,No,membership,no email,https://blackrosegym.ie/,(01) 810 5905,Indoor,Good,Could not be fully determined,N/A (currently 600 members),Multiple,Monthly/Annual,Daytime/Evening,No wheelchair lift installed but currently no classes run,All ages 12+,,Monthly/Annual,No wheelchair lift installed but currently no classes run
315rf,53.581236,-6.13474,Well Fit Gym Skerries,Balbriggan,Private Leisure Facility,Indoor Activity,Gym,No,membership,no email,http://wellfit.ie/,(01) 849 3940,Indoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Monthly,Daytime/Evening,Could not be fully determined on visit,Could not be fully determined on visit,,Monthly,Could not be fully determined on visit
316rf,53.52198,-6.088596,Rush NC Fitness,Lusk-Rush,Private Leisure Facility,Indoor Activity,Gym,Yes,membership,no email,https://www.ncfitness.ie/,N/A,Indoor,Fair,Reaches full at peak hours after work,N/A (400+ members),Multiple,Monthly/Annual,Daytime/Evening,Wheelchair access and equipment offered,16+,,Monthly/Annual,Wheelchair access and equipment offered
317rf,53.526372,-6.164222,Resolve Fitness,Lusk-Rush,Private Leisure Facility,Indoor Activity,Gym indoor and outdoor,No,membership,info@resolvefitness.ie,http://resolvefitness.ie/,N/A,Indoor,Good,Could not be fully determined,No capacity,Multiple,Nightly/Monthly/3Monthly,Daytime/Evening,Specific exercises,16+,,Nightly/Monthly/3Monthly,Specific exercises
318rf,53.491659,-6.190531,Focus Fitness Personal Training/hard target self defense,Lusk-Rush,Private Leisure Facility,Indoor Activity,Personal training and self defense,No,membership,info@focusfitness.ie,www.focusfitness.ie,(01) 807 5037,Indoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Per Session,Daytime/Evening,Could not be fully determined on visit,All ages,,Per Session,Could not be fully determined on visit
319rf,53.491416,-6.193408,Defined Fitness Swords,Lusk-Rush,Private Leisure Facility,Indoor Activity,Gym,No,membership,no email,www.definedfitness.ie/contact/,N/A,Indoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Per Session,Daytime/Evening,Could not be fully determined on visit,Could not be fully determined on visit,,Per Session,Could not be fully determined on visit
320rf,53.473627,-6.187108,Mad Rock Fitness,Lusk-Rush,Private Leisure Facility,Indoor Activity,Gym,No,membership,info@madrockfitness.com,https://www.madrockfitness.com/,N/A,Indoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Monthly,Daytime/Evening,Could not be fully determined on visit,Could not be fully determined on visit,,Monthly,Could not be fully determined on visit
321rf,53.470443,-6.229027,Gym Plus Swords/Swimming pool,Swords,Private Leisure Facility,Watersports,Swimming Pool/gym,Yes,membership,no email,https://gymplus.ie/locations/swords/,(01) 807 5620,Watersports,Good,Pool and gym facilities,Couldn?鑼傞┐闄?鑼傞┐闄?鑼傞┐闄嗚寕椹撮檰鑼傞┐闄嗚寕椹撮檰?鑼傞┐闄?鑼傞┐闄嗚寕椹撮檰鑼傞┐闄嗚寕椹撮檰?鑼傞┐闄唗 say,Multiple,Monthly/Annual,Daytime/Evening,"Swimming, and building is accessible",All ages,,Monthly/Annual,"Swimming, and building is accessible"
322rf,53.444813,-6.223559,FLYEfit Swords,Swords,Private Leisure Facility,Indoor Activity,Gym,Yes,membership,no email,https://www.flyefit.ie/locations/swords/,N/A,Indoor,Good,Average people in class throughout all our gyms would be 20-25.,20-25 per Class.,Multiple,Monthly/Annual,24h,Disabled access is available?鑼傞┐闄嗚寕椹撮檰鑼傞┐闄嗚寕椹撮檰?鑼傞┐闄?鑼傞┐闄,16+,,Monthly/Annual,Disabled access is available?鑼傞┐闄嗚寕椹撮檰鑼傞┐闄嗚寕椹撮檰?鑼傞┐闄?鑼傞┐闄
323rf,53.446841,-6.237587,Verve Gym Swords,Swords,Private Leisure Facility,Indoor Activity,Gym,No,membership,no email,https://www.vervegym.ie/,(01) 897 1399,Indoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Multiple,Monthly/Annual,Daytime/Evening,Could not be fully determined on visit,Could not be fully determined on visit,,Monthly/Annual,Could not be fully determined on visit
