X,Y,LATITUDE,LONGITUDE,FACILITY_NAME,LEA,ACTIVITY_TYPE,ANALYSIS,ACTIVITY,ACTIVITY_DESCRIPTION,COMMERCIAL_OR_NON-COMMERCIAL,CHAIN,ACCESS,EMAIL,WEBSITE,CONTACT_NUMBER,FACILITY_TYPE,FACILITY_CONDITION,AVAILABLE_UTILITIES,FACILITY_CAPACITY,FACILITY_FEE,MEMBERSHIP,OPEN_TIME,FACILITY_ACCESSIBILITY,AGE_RESTRICTION,X_ITM,Y_ITM,OBJECT_ID
-697282.6925,7065856.033,53.445627,-6.263797,Forest Equestrian Centre,LEA7 - Swords,Equestrian,Other,Single,Horse riding,Commercial,No,membership,no email,https://www.kilronanequestriancentre.com/,N/A,Outdoor/Indoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Multiple,Per Lesson/Block of 4,Tuesday to Sunday,Could not be fully determined on visit,All ages,715334.2616,745353.5396,279
-705575.7719,7081565.648,53.529594,-6.338295,Cheval Riding Club,LEA-5 - Lusk-Rush,Equestrian,Other,Single,Horse riding,Commercial,No,membership,info@chevalridingclub.com,http://chevalridingclub.com/,N/A,Outdoor/Indoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekends,Could not be fully determined on visit,All ages,710168.0142,754577.9525,280
-707641.7503,7082315.545,53.533598,-6.356854,Oldtown Riding Stables,LEA-5 - Lusk-Rush,Equestrian,Other,Single,Horse riding,Commercial,No,membership,no email,www.facebook.com/pages/category/Landmark---Historical-Place/Oldtown-Riding-Stables-950773518351072/,(01) 835 4755,Outdoor/Indoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Multiple,Per Lesson/Block of 4,Daytime,Could not be fully determined on visit,All ages,708927.4085,754994.9068,281
-696766.504,7087744.111,53.562572,-6.25916,Fingal Sporting Club,LEA-5 - Lusk-Rush,Shooting,Other,Single,Shooting,Commercial,No,entry fee,info@ifhta.ie,https://ifhta.ie/map-location/fingal-sports/?mpfy_map=2144,N/A,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Nightly,Daytime,Could not be fully determined on visit,16+,715324.362,758372.4332,282
-702863.5838,7080978.179,53.526457,-6.313931,Oldtown Racquetball and Handball,LEA-5 - Lusk-Rush,Other,Other,Single,"Handball,Racquetball",Non Commercial,No,membership,info@racquetball.ie,https://www.racquetball.ie/leinster.html,N/A,Indoor,Poor,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Could not be fully determined on visit,All ages,711791.4293,754266.8799,283
-697804.4469,7080105.95,53.521799,-6.268484,Ballyboughal Pitch and Putt,LEA-5 - Lusk-Rush,Other,Other,Single,Pitch and putt,Non Commercial,No,entry fee,no email,http://www.ballyboughalpitchandputt.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Annual,Daytime,Has no disabled bathroom but runs goal for life events in the past,40-80,714817.0345,753820.906,284
-688142.0264,7096807.307,53.610901,-6.181685,Balbriggan Racing Pigeon Club,LEA-5 - Balbriggan,Racing,Other,Single,Pigeon Racing,Non Commercial,No,membership,info@courtlough.ie,https://www.courtlough.ie/,(01) 841 3096,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Annual,Daytime,Could not be fully determined on visit,All ages,720318.9305,763877.8294,285
-690078.6516,7089020.009,53.569379,-6.199082,Courtlough Shooting Ground,LEA-5 - Balbriggan,Shooting,Other,Single,Shooting,Commercial,No,entry fee,info@courtlough.ie,https://www.courtlough.ie/,(01) 841 3096,Outdoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Annual,Daytime,Could not be fully determined on visit,Could not be fully determined on visit,719284.7752,759228.7701,286
-679563.3012,7091707.808,53.583715,-6.104621,Skerries Sailing Club,LEA-5 - Balbriggan,Boating,Watersports,Single,Sailing,Non Commercial,No,membership,info@skerriessailingclub.com,http://skerriessailingclub.com/,(01) 849 1233,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Wheelchair access though unsure since no one on site to talk too,All ages,725498.3237,760986.1978,287
-679617.6251,7091549.169,53.582869,-6.105109,Skerries Sea Scouts,LEA-5 - Balbriggan,Boating,Watersports,Single,Sailing,Non Commercial,No,membership,no email,https://www.skerrieshomepage.com/clubs-in-skerries/,N/A,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Could not be fully determined on visit,Could not be fully determined on visit,725468.5213,760891.2122,288
-679964.3853,7090536.283,53.577467,-6.108224,Skerries Bowling Club,LEA-5 - Balbriggan,Other,Other,Single,Bowling,Non Commercial,No,membership,no email,https://skerriesbowling.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,725278.2608,760284.7035,289
-681054.4258,7078069.937,53.510924,-6.118016,Rush Sailing Club,LEA-5 - Lusk-Rush,Boating,Watersports,Single,Sailing,Non Commercial,No,membership,no email,https://www.rushsc.ie/,N/A,Outdoor,Fair,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime,Unsure as no one to tell me on visit,Could not be fully determined on visit,724825.5434,752864.018,290
-684208.4409,7074258.615,53.490559,-6.146349,Portrane Hockey Club,LEA-5 - Lusk-Rush,Hockey Club,Other,Single,Hockey,Non Commercial,No,membership,no email,https://portranehockey.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Weekday Evening/ Daytime Weekends,Yes though unsure of activities,All ages,723005.4523,750548.9703,291
-687410.7687,7070277.257,53.469275,-6.175116,Blast Watersports Dublin,LEA-5 - Lusk-Rush,Watersports,Watersports,Multiple,"Windsurfing,Watersports",Commercial,No,entry fee,info@blastwatersportsdublin.com,http://blastwatersportsdublin.com/,N/A,Watersports,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Multiple,Per Lesson/Course,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,721157.3413,748131.6718,292
-679847.0546,7090940.147,53.579621,-6.10717,Skerries Watersports Academy,LEA-5 - Balbriggan,Watersports,Watersports,Multiple,Watersports,Commercial,No,entry fee,no email,https://www.facebook.com/skerrieswatersportsacademy/,N/A,Watersports,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Multiple,Per Lesson/Course/Camps,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,725341.6789,760526.2113,293
-679595.5839,7091749.812,53.583939,-6.104911,Outdoor Dublin - Skerries,LEA-5 - Balbriggan,Watersports,Watersports,Multiple,Water sports,Commercial,No,entry fee,info@outdoordublin.com,http://www.outdoordublin.com/,N/A,Watersports,Fair,Could not be fully determined,N/A unless booked out,Multiple,Per Lesson/Course/Camps,Weekday Evening/ Daytime Weekends,Unsure no one on site to talk to during visit,All ages,725478.4605,761010.6086,294
-695186.6578,7057541.873,53.401121,-6.244968,Morton Stadium,LEA7 - Swords,Running Track,Other,Multiple,Athletics,Non Commercial,No,membership,no email,http://www.mortonstadium.ie/,(01) 8620635,Outdoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Monthly/Annual,Daytime/Evening,Unsure but wheelchair access,All ages,716706.7839,740432.4606,295
-693464.2113,7061313.793,53.421318,-6.229495,A.L.S.A.A,LEA7 - Swords,Running Track,Other,Multiple,"Athletics,soccer",Non Commercial,Yes,membership,info@alsaa.ie,www.alsaa.ie/outdoor/,(01) 488 0400,Outdoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Annual,Daytime,Yes events and classes ran for all,All ages,717679.8476,742704.9712,296
-680165.8736,7090519.034,53.577375,-6.110034,Skerries Tennis Courts,LEA-5 - Balbriggan,Outdoor Tennis Courts,"Playground, MUGA, Outdoor Gyms, Tennis",Single,Tennis,Non Commercial,No,membership,no email,http://www.skerriesltc.org/,(01) 849 0888,Outdoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Annual,Daytime,Yes for wheelchair,All,725158.6826,760271.2838,297
-689512.4807,7091717.746,53.583768,-6.193996,Balrothery Balbriggan Tennis Club,LEA-5 - Balbriggan,Outdoor Tennis Courts,"Playground, MUGA, Outdoor Gyms, Tennis",Single,Tennis,Non Commercial,No,membership,info@balrotherytennis.ie,https://www.balrotherybalbriggantennisclub.com/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Annual,Daytime,Could not be fully determined on visit,All ages,719580.9982,760838.2349,298
-680600.9102,7084789.359,53.546804,-6.113942,Fagan Tennis Academy,LEA-5 - Balbriggan,Outdoor Tennis Courts,"Playground, MUGA, Outdoor Gyms, Tennis",Single,Tennis,Commercial,No,membership,no email,http://www.fagantennisacademy.ie/contact-us/,N/A,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Annual,Daytime,Could not be fully determined on visit,Could not be fully determined on visit,724990.0193,756863.1189,299
-682395.8256,7072520.594,53.481269,-6.130066,Donabate Portrane Tennis Club,LEA-5 - Lusk-Rush,Outdoor Tennis Courts,"Playground, MUGA, Outdoor Gyms, Tennis",Single,Tennis,Non Commercial,No,membership,no email,http://www.donabatetennis.com/,N/A,Outdoor,Good,"Our courts are open to our members only, the opening times are from 8am to 10pm 7 days a week, therefore the numbers can vary from 2 to 24 depending on time of day and day of the week.","We have six tennis courts which can take 4 members, total:?ï¿½ï¿½ï¿½ï¿½?ï¿½?ï¿½ 24.",Multiple,Nightly/Annual,Daytime/Evening,"Yes, there is disabled access and 1 disabled toilet.?ï¿½ï¿½ï¿½ï¿½?ï¿½?ï¿½ Coaching is offered to people with disabilities.",4+,724112.9769,749543.6101,300
-692401.4441,7068812.903,53.461444,-6.219948,Swords Tennis Club,LEA7 - Swords,Outdoor Tennis Courts,"Playground, MUGA, Outdoor Gyms, Tennis",Single,Tennis,Non Commercial,No,membership,no email,http://swordstennisclub.ie/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Annual,Daytime,No access provided for wheelchairs,All ages 4+,718202.9024,747185.141,301
-692743.0836,7069471.838,53.464968,-6.223017,St Finians' Tennis Court,LEA7 - Swords,Outdoor Tennis Courts,"Playground, MUGA, Outdoor Gyms, Tennis",Single,Tennis,Non Commercial,No,membership,no email,http://swordstennisclub.ie/,N/A,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Annual,Daytime,Could not be fully determined on visit,Could not be fully determined on visit,717989.3536,747572.1352,302
-691196.4106,7067709.065,53.45554,-6.209123,Swords Outdoor Tennis Courts,LEA7 - Swords,Outdoor Tennis Courts,"Playground, MUGA, Outdoor Gyms, Tennis",Single,Tennis,Non Commercial,FCC,free,BalSwoOpArea@fingalcoco.ie,http://www.fingal.ie/community-and-leisure/sports-and-fitness/tennis-courts/,N/A,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Free,Free,Weekday Evening/ Daytime Weekends,Could not be fully determined on visit,Could not be fully determined on visit,718938.161,746546.2692,303
-691867.5558,7064974.438,53.44091,-6.215152,Holywell Tennis Courts,LEA7 - Swords,Outdoor Tennis Courts,"Playground, MUGA, Outdoor Gyms, Tennis",Single,Tennis,Non Commercial,FCC,free,BalSwoOpArea@fingalcoco.ie,http://www.fingal.ie/community-and-leisure/sports-and-fitness/tennis-courts/,N/A,Outdoor,Good,Could not be fully determined,Could not be fully determined,Free,Free,Weekday Evening/ Daytime Weekends,No wheelchair access to park which is a let down,All,718578.5387,744908.5099,304
-693715.682,7061195.362,53.420684,-6.231754,A.L.S.A.A Tennis Courts,LEA7 - Swords,Outdoor Tennis Courts,"Playground, MUGA, Outdoor Gyms, Tennis",Single,"Basketball,tennis",Non Commercial,Yes,membership,info@alsaa.ie,https://www.alsaa.ie/,(01) 488 0400,Outdoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Annual,Daytime/Evening,Yes used by prosper fingal,All ages,717531.4615,742630.7087,305
-695296.5301,7058912.831,53.408463,-6.245955,Sportslink Tennis Courts,LEA7 - Swords,Outdoor Tennis Courts,"Playground, MUGA, Outdoor Gyms, Tennis",Single,Tennis,Non Commercial,Yes,membership,info@sportslink.ie,http://www.sportslink.ie/,(01) 862 1200,Outdoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Nightly/Annual,Daytime/Evening,Yes,All,716621.0721,741247.7088,306
-688053.7501,7096438.418,53.608935,-6.180892,Sunshine House Basketball Court,LEA-5 - Balbriggan,Outdoor Basketball Courts,"Playground, MUGA, Outdoor Gyms, Tennis",Single,"Basketball,tennis",Non Commercial,No,free,no email,http://www.sunshinefund.ie/sunshine-holidays/sunshine-house-facilities/,(01) 8198430,Outdoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Free,Free,Daytime,Could not be fully determined on visit,Could not be fully determined on visit,720376.991,763660.4312,307
-693466.4377,7061486.959,53.422245,-6.229515,A.L.S.A.A. Sports Complex,LEA7 - Swords,Private Leisure Facility,Indoor Activity,Multiple,"Rugby,soccer,hockey, snooker,bowling bowls",Non Commercial,Yes,membership,info@alsaa.ie,https://www.alsaa.ie/,N/A,Indoor,Good,depends on peaks,N/A at present there are roughly 9000 members,Multiple,Nightly/Annual,Daytime,Yes prosper fingal,All goods,717675.9582,742808.0751,308
-696613.3284,7057585.377,53.401354,-6.257784,Northwood Gym,LEA7 - Swords,Private Leisure Facility,Indoor Activity,Multiple,Gym,Commercial,Yes,membership,info@bendunnegyms.com,https://www.bendunnegyms.com/northwood.aspx,(01) 886 9292,Indoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Annual,Daytime/Evening,Wheel chair access yes,15 +,715853.9837,740437.4979,309
-695532.0822,7058871.188,53.40824,-6.248071,Sportslink Leisure Centre,LEA7 - Swords,Private Leisure Facility,Indoor Activity,Multiple,"Gym, swimming pool",Non Commercial,Yes,membership,info@sportslink.ie,http://www.sportslink.ie/,(01) 862 1200,Indoor,Good,N/A only for classes with capacity,Will take on all members,Multiple,Nightly/Annual,Daytime/Evening,"Yes, classes organized for everyone",All ages,716481.0077,741219.4413,310
-692229.4555,7090324.235,53.576336,-6.218403,Ring Commons Sports Centre,LEA-5 - Lusk-Rush,Private Leisure Facility,Indoor Activity,Multiple,Community centre,Commercial,No,free,no email,https://www.facebook.com/ringcommons.sportcentre/,(01) 841 2253,Indoor,Good,Could not be fully determined,Could not be fully determined,Free,Free,Daytime,Yes wheelchair access,All ages,717985.7881,759970.6163,311
-688387.0406,7095950.783,53.606336,-6.183886,Phoenix Fitness Gyms,LEA-5 - Balbriggan,Private Leisure Facility,Indoor Activity,Multiple,Gym,Commercial,No,membership,no email,phoenixfitnessgyms.com,N/A,Indoor,Good,Could not be fully determined,Could not be fully determined,Multiple,Monthly/Annual,Daytime/Evening,Wheelchair access,16+,720186.2674,763366.2029,312
-688435.242,7094651.259,53.599409,-6.184319,Platinum Gyms,LEA-5 - Balbriggan,Private Leisure Facility,Indoor Activity,Multiple,Gym,Commercial,Yes,membership,info@platinumgyms.ie,https://www.platinumgyms.ie/,(01) 968 0402,Indoor,Good,Could not be fully determined,"Tight spots (1000 euro year, 7-8 thousand members a year)",Multiple,Monthly/Annual,Daytime/Evening,Biggest purpose built facility for disabled people across where the gym runs many events and activity?ï¿½?ï¿½?ï¿½ï¿½ï¿½ï¿½?ï¿½?ï¿½ï¿½ï¿½ï¿½?ï¿½s with. Wheelchair accessible and toilets as well as equipment,16+,720177.2809,762594.7663,313
-679655.8077,7090473.849,53.577134,-6.105452,Blackrose Gym,LEA-5 - Balbriggan,Private Leisure Facility,Indoor Activity,Multiple,Gym,Commercial,No,membership,no email,https://blackrosegym.ie/,(01) 810 5905,Indoor,Good,Could not be fully determined,N/A (currently 600 members),Multiple,Monthly/Annual,Daytime/Evening,No wheelchair lift installed but currently no classes run,All ages 12+,725462.7962,760252.5361,314
-682916.1329,7091242.965,53.581236,-6.13474,Well Fit Gym Skerries,LEA-5 - Balbriggan,Private Leisure Facility,Indoor Activity,Multiple,Gym,Commercial,No,membership,no email,http://wellfit.ie/,(01) 849 3940,Indoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Monthly,Daytime/Evening,Could not be fully determined on visit,Could not be fully determined on visit,723511.4982,760657.7043,315
-677779.4064,7080139.841,53.52198,-6.088596,Rush NC Fitness,LEA-5 - Lusk-Rush,Private Leisure Facility,Indoor Activity,Multiple,Gym,Commercial,Yes,membership,no email,https://www.ncfitness.ie/,N/A,Indoor,Fair,Reaches full at peak hours after work,N/A (400+ members),Multiple,Monthly/Annual,Daytime/Evening,Wheelchair access and equipment offered,16+,726743.6553,754146.0312,316
-686198.0542,7080962.261,53.526372,-6.164222,Resolve Fitness,LEA-5 - Lusk-Rush,Private Leisure Facility,Indoor Activity,Multiple,Gym indoor and outdoor,Commercial,No,membership,info@resolvefitness.ie,http://resolvefitness.ie/,N/A,Indoor,Good,Could not be fully determined,No capacity,Multiple,Nightly/Monthly/3Monthly,Daytime/Evening,Specific exercises,16+,721716.8749,754502.7929,317
-689126.7587,7074464.434,53.491659,-6.190531,Focus Fitness Personal Training/hard target self defense,LEA-5 - Lusk-Rush,Private Leisure Facility,Indoor Activity,Multiple,Personal training and self defense,Commercial,No,membership,info@focusfitness.ie,www.focusfitness.ie,(01) 807 5037,Indoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Per Session,Daytime/Evening,Could not be fully determined on visit,All ages,720070.7821,750596.0075,318
-689447.0248,7074418.966,53.491416,-6.193408,Defined Fitness Swords,LEA-5 - Lusk-Rush,Private Leisure Facility,Indoor Activity,Multiple,Gym,Commercial,No,membership,no email,www.definedfitness.ie/contact/,N/A,Indoor,Good,Could not be fully determined,Could not be fully determined,Single Entry,Per Session,Daytime/Evening,Could not be fully determined on visit,Could not be fully determined on visit,719880.5772,750564.1281,319
-688745.712,7071091.174,53.473627,-6.187108,Mad Rock Fitness,LEA-5 - Lusk-Rush,Private Leisure Facility,Indoor Activity,Multiple,Gym,Commercial,No,membership,info@madrockfitness.com,https://www.madrockfitness.com/,N/A,Indoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Single Entry,Monthly,Daytime/Evening,Could not be fully determined on visit,Could not be fully determined on visit,720348.9333,748595.5563,320
-693412.1138,7070495.69,53.470443,-6.229027,Gym Plus Swords/Swimming pool,LEA7 - Swords,Private Leisure Facility,Watersports,Multiple,Swimming Pool/gym,Non Commercial,Yes,membership,no email,https://gymplus.ie/locations/swords/,(01) 807 5620,Watersports,Good,Pool and gym facilities,Couldn?ï¿½?ï¿½?ï¿½ï¿½ï¿½ï¿½?ï¿½?ï¿½ï¿½ï¿½ï¿½?ï¿½t say,Multiple,Monthly/Annual,Daytime/Evening,"Swimming, and building is accessible",All ages,717575.2007,748171.3516,321
-692803.4188,7065703.892,53.444813,-6.223559,FLYEfit Swords,LEA7 - Swords,Private Leisure Facility,Indoor Activity,Multiple,Gym,Commercial,Yes,membership,no email,https://www.flyefit.ie/locations/swords/,N/A,Indoor,Good,Average people in class throughout all our gyms would be 20-25.,20-25 per Class.,Multiple,Monthly/Annual,24h,Disabled access is available?ï¿½ï¿½ï¿½ï¿½?ï¿½?ï¿½,16+,718009.2432,745328.808,322
-694365.0086,7066082.942,53.446841,-6.237587,Verve Gym Swords,LEA7 - Swords,Private Leisure Facility,Indoor Activity,Multiple,Gym,Commercial,No,membership,no email,https://www.vervegym.ie/,(01) 897 1399,Indoor,Could not be fully determined on visit,Could not be fully determined,Could not be fully determined,Multiple,Monthly/Annual,Daytime/Evening,Could not be fully determined on visit,Could not be fully determined on visit,717071.8696,745531.3193,323
